Original file	Unzipped path	Unzipped path check	miRNA	condition	experiment	condition_format		Sample name	title	source name	organism	characteristics: miRNA	characteristics: AGO–miRNA complex purification	characteristics: sampletype	characteristics: rep	molecule	description	processed data file	processed data file	processed data file	processed data file	processed data file	processed data file	processed data file	processed data file	processed data file	processed data file	processed data file	processed data file	raw file
/lab/solexa_public/Bartel/170721_WIGTC-HISEQ2A_CB2DFANXX/QualityScore/ACAGTG-s_4_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_plus1/equil_c_nb/reads/1.26.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_plus1/equil_c_nb/reads/1.26.txt	let-7a_plus1	1.26	equil_c_nb	1.265percent	purification1	Sample 27	let-7a(+1)_purification1_1.265percent	In vitro biochemical assay	NA	let-7a(+1)	1	1.265percent	NA	synthetic RNA library		agorbns_let-7a(+1)_sitecounts.txt	agorbns_let-7a(+1)_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a(+1)_kds.txt	agorbns_let-7a(+1)_summed_8mer_mismatch_kds.txt	agorbns_let-7a(+1)_pairing_and_offset_model_coefficients.txt	agorbns_let-7a(+1)_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a(+1)_purification1_1.265percent.txt.gz
/lab/solexa_public/Bartel/170721_WIGTC-HISEQ2A_CB2DFANXX/QualityScore/GCCAAT-s_4_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_plus1/equil_c_nb/reads/0.4.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_plus1/equil_c_nb/reads/0.4.txt	let-7a_plus1	0.4	equil_c_nb	0.4percent	purification1	Sample 28	let-7a(+1)_purification1_0.4percent	In vitro biochemical assay	NA	let-7a(+1)	1	0.4percent	NA	synthetic RNA library		agorbns_let-7a(+1)_sitecounts.txt	agorbns_let-7a(+1)_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a(+1)_kds.txt	agorbns_let-7a(+1)_summed_8mer_mismatch_kds.txt	agorbns_let-7a(+1)_pairing_and_offset_model_coefficients.txt	agorbns_let-7a(+1)_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a(+1)_purification1_0.4percent.txt.gz
/lab/solexa_public/Bartel/170721_WIGTC-HISEQ2A_CB2DFANXX/QualityScore/CAGATC-s_4_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_plus1/equil_c_nb/reads/0.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_plus1/equil_c_nb/reads/0.txt	let-7a_plus1	0	equil_c_nb	0percent	purification1	Sample 29	let-7a(+1)_purification1_0percent	In vitro biochemical assay	NA	let-7a(+1)	1	0percent	NA	synthetic RNA library		agorbns_let-7a(+1)_sitecounts.txt	agorbns_let-7a(+1)_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a(+1)_kds.txt	agorbns_let-7a(+1)_summed_8mer_mismatch_kds.txt	agorbns_let-7a(+1)_pairing_and_offset_model_coefficients.txt	agorbns_let-7a(+1)_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a(+1)_purification1_0percent.txt.gz
/lab/solexa_public/Bartel/170721_WIGTC-HISEQ2A_CB2DFANXX/QualityScore/ACTTGA-s_4_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_minus1/equil_c_nb/reads/40.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_minus1/equil_c_nb/reads/40.txt	let-7a_minus1	40	equil_c_nb	40percent	purification1	Sample 30	let-7a(_1)_purification1_40percent	In vitro biochemical assay	NA	let-7a(_1)	1	40percent	NA	synthetic RNA library		agorbns_let-7a(_1)_sitecounts.txt	agorbns_let-7a(_1)_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a(_1)_kds.txt	agorbns_let-7a(_1)_summed_8mer_mismatch_kds.txt	agorbns_let-7a(_1)_pairing_and_offset_model_coefficients.txt	agorbns_let-7a(_1)_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a(-1)_purification1_40percent.txt.gz
/lab/solexa_public/Bartel/170721_WIGTC-HISEQ2A_CB2DFANXX/QualityScore/GATCAG-s_4_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_minus1/equil_c_nb/reads/12.6.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_minus1/equil_c_nb/reads/12.6.txt	let-7a_minus1	12.6	equil_c_nb	12.65percent	purification1	Sample 31	let-7a(_1)_purification1_12.65percent	In vitro biochemical assay	NA	let-7a(_1)	1	12.65percent	NA	synthetic RNA library		agorbns_let-7a(_1)_sitecounts.txt	agorbns_let-7a(_1)_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a(_1)_kds.txt	agorbns_let-7a(_1)_summed_8mer_mismatch_kds.txt	agorbns_let-7a(_1)_pairing_and_offset_model_coefficients.txt	agorbns_let-7a(_1)_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a(-1)_purification1_12.65percent.txt.gz
/lab/solexa_public/Bartel/170721_WIGTC-HISEQ2A_CB2DFANXX/QualityScore/TAGCTT-s_4_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_minus1/equil_c_nb/reads/4.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_minus1/equil_c_nb/reads/4.txt	let-7a_minus1	4	equil_c_nb	4percent	purification1	Sample 32	let-7a(_1)_purification1_4percent	In vitro biochemical assay	NA	let-7a(_1)	1	4percent	NA	synthetic RNA library		agorbns_let-7a(_1)_sitecounts.txt	agorbns_let-7a(_1)_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a(_1)_kds.txt	agorbns_let-7a(_1)_summed_8mer_mismatch_kds.txt	agorbns_let-7a(_1)_pairing_and_offset_model_coefficients.txt	agorbns_let-7a(_1)_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a(-1)_purification1_4percent.txt.gz
/lab/solexa_public/Bartel/170721_WIGTC-HISEQ2A_CB2DFANXX/QualityScore/GGCTAC-s_4_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_minus1/equil_c_nb/reads/1.26.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_minus1/equil_c_nb/reads/1.26.txt	let-7a_minus1	1.26	equil_c_nb	1.265percent	purification1	Sample 33	let-7a(_1)_purification1_1.265percent	In vitro biochemical assay	NA	let-7a(_1)	1	1.265percent	NA	synthetic RNA library		agorbns_let-7a(_1)_sitecounts.txt	agorbns_let-7a(_1)_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a(_1)_kds.txt	agorbns_let-7a(_1)_summed_8mer_mismatch_kds.txt	agorbns_let-7a(_1)_pairing_and_offset_model_coefficients.txt	agorbns_let-7a(_1)_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a(-1)_purification1_1.265percent.txt.gz
/lab/solexa_public/Bartel/170721_WIGTC-HISEQ2A_CB2DFANXX/QualityScore/CTTGTA-s_4_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_minus1/equil_c_nb/reads/0.4.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_minus1/equil_c_nb/reads/0.4.txt	let-7a_minus1	0.4	equil_c_nb	0.4percent	purification1	Sample 34	let-7a(_1)_purification1_0.4percent	In vitro biochemical assay	NA	let-7a(_1)	1	0.4percent	NA	synthetic RNA library		agorbns_let-7a(_1)_sitecounts.txt	agorbns_let-7a(_1)_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a(_1)_kds.txt	agorbns_let-7a(_1)_summed_8mer_mismatch_kds.txt	agorbns_let-7a(_1)_pairing_and_offset_model_coefficients.txt	agorbns_let-7a(_1)_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a(-1)_purification1_0.4percent.txt.gz
/lab/solexa_public/Bartel/170721_WIGTC-HISEQ2A_CB2DFANXX/QualityScore/AGTCAA-s_4_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_minus1/equil_c_nb/reads/0.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_minus1/equil_c_nb/reads/0.txt	let-7a_minus1	0	equil_c_nb	0percent	purification1	Sample 35	let-7a(_1)_purification1_0percent	In vitro biochemical assay	NA	let-7a(_1)	1	0percent	NA	synthetic RNA library		agorbns_let-7a(_1)_sitecounts.txt	agorbns_let-7a(_1)_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a(_1)_kds.txt	agorbns_let-7a(_1)_summed_8mer_mismatch_kds.txt	agorbns_let-7a(_1)_pairing_and_offset_model_coefficients.txt	agorbns_let-7a(_1)_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a(-1)_purification1_0percent.txt.gz
/lab/solexa_public/Bartel/180202_WIGTC-HISEQ2A_CC25CANXX/QualityScore/CAGATC-s_6_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155/equil_sc_nb/reads/I.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155/equil_sc_nb/reads/I.txt	miR-155	I	equil_sc_nb	inputlibrary	purification1	Sample 36	miR-155_purification1_inputlibrary	In vitro biochemical assay	NA	miR-155	1	inputlibrary	NA	synthetic RNA library		agorbns_miR-155_sitecounts.txt	agorbns_miR-155_summed_8mer_mismatch_sitecounts.txt	agorbns_miR-155_kds.txt	agorbns_miR-155_summed_8mer_mismatch_kds.txt	agorbns_miR-155_pairing_and_offset_model_coefficients.txt	agorbns_miR-155_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_miR-155_purification1_inputlibrary.txt.gz
/lab/solexa_public/Bartel/180202_WIGTC-HISEQ2A_CC25CANXX/QualityScore/ATCACG-s_6_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155/equil_sc_nb/reads/40.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155/equil_sc_nb/reads/40.txt	miR-155	40	equil_sc_nb	40percent	purification1	Sample 37	miR-155_purification1_40percent	In vitro biochemical assay	NA	miR-155	1	40percent	NA	synthetic RNA library		agorbns_miR-155_sitecounts.txt	agorbns_miR-155_summed_8mer_mismatch_sitecounts.txt	agorbns_miR-155_kds.txt	agorbns_miR-155_summed_8mer_mismatch_kds.txt	agorbns_miR-155_pairing_and_offset_model_coefficients.txt	agorbns_miR-155_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_miR-155_purification1_40percent.txt.gz
/lab/solexa_public/Bartel/180202_WIGTC-HISEQ2A_CC25CANXX/QualityScore/CGATGT-s_6_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155/equil_sc_nb/reads/12.6.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155/equil_sc_nb/reads/12.6.txt	miR-155	12.6	equil_sc_nb	12.65percent	purification1	Sample 38	miR-155_purification1_12.65percent	In vitro biochemical assay	NA	miR-155	1	12.65percent	NA	synthetic RNA library		agorbns_miR-155_sitecounts.txt	agorbns_miR-155_summed_8mer_mismatch_sitecounts.txt	agorbns_miR-155_kds.txt	agorbns_miR-155_summed_8mer_mismatch_kds.txt	agorbns_miR-155_pairing_and_offset_model_coefficients.txt	agorbns_miR-155_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_miR-155_purification1_12.65percent.txt.gz
/lab/solexa_public/Bartel/180202_WIGTC-HISEQ2A_CC25CANXX/QualityScore/TTAGGC-s_6_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155/equil_sc_nb/reads/4.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155/equil_sc_nb/reads/4.txt	miR-155	4	equil_sc_nb	4percent	purification1	Sample 39	miR-155_purification1_4percent	In vitro biochemical assay	NA	miR-155	1	4percent	NA	synthetic RNA library		agorbns_miR-155_sitecounts.txt	agorbns_miR-155_summed_8mer_mismatch_sitecounts.txt	agorbns_miR-155_kds.txt	agorbns_miR-155_summed_8mer_mismatch_kds.txt	agorbns_miR-155_pairing_and_offset_model_coefficients.txt	agorbns_miR-155_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_miR-155_purification1_4percent.txt.gz
/lab/solexa_public/Bartel/180202_WIGTC-HISEQ2A_CC25CANXX/QualityScore/TGACCA-s_6_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155/equil_sc_nb/reads/1.26.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155/equil_sc_nb/reads/1.26.txt	miR-155	1.26	equil_sc_nb	1.265percent	purification1	Sample 40	miR-155_purification1_1.265percent	In vitro biochemical assay	NA	miR-155	1	1.265percent	NA	synthetic RNA library		agorbns_miR-155_sitecounts.txt	agorbns_miR-155_summed_8mer_mismatch_sitecounts.txt	agorbns_miR-155_kds.txt	agorbns_miR-155_summed_8mer_mismatch_kds.txt	agorbns_miR-155_pairing_and_offset_model_coefficients.txt	agorbns_miR-155_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_miR-155_purification1_1.265percent.txt.gz
/lab/solexa_public/Bartel/180202_WIGTC-HISEQ2A_CC25CANXX/QualityScore/ACAGTG-s_6_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155/equil_sc_nb/reads/0.4.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155/equil_sc_nb/reads/0.4.txt	miR-155	0.4	equil_sc_nb	0.4percent	purification1	Sample 41	miR-155_purification1_0.4percent	In vitro biochemical assay	NA	miR-155	1	0.4percent	NA	synthetic RNA library		agorbns_miR-155_sitecounts.txt	agorbns_miR-155_summed_8mer_mismatch_sitecounts.txt	agorbns_miR-155_kds.txt	agorbns_miR-155_summed_8mer_mismatch_kds.txt	agorbns_miR-155_pairing_and_offset_model_coefficients.txt	agorbns_miR-155_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_miR-155_purification1_0.4percent.txt.gz
/lab/solexa_public/Bartel/180202_WIGTC-HISEQ2A_CC25CANXX/QualityScore/GCCAAT-s_6_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155/equil_sc_nb/reads/0.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155/equil_sc_nb/reads/0.txt	miR-155	0	equil_sc_nb	0percent	purification1	Sample 42	miR-155_purification1_0percent	In vitro biochemical assay	NA	miR-155	1	0percent	NA	synthetic RNA library		agorbns_miR-155_sitecounts.txt	agorbns_miR-155_summed_8mer_mismatch_sitecounts.txt	agorbns_miR-155_kds.txt	agorbns_miR-155_summed_8mer_mismatch_kds.txt	agorbns_miR-155_pairing_and_offset_model_coefficients.txt	agorbns_miR-155_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_miR-155_purification1_0percent.txt.gz
/lab/solexa_public/Bartel/180615_WIGTC-HISEQ2A_CCLD6ANXX/QualityScore/ATCACG-s_6_1_sequence.txt.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_miR-155/equil_c_nb/reads/I.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_miR-155/equil_c_nb/reads/I.txt	let-7a_miR-155	I	equil_c_nb	inputlibrary	purification1	Sample 43	let-7a–miR-155_purification1_inputlibrary	In vitro biochemical assay	NA	let-7a–miR-155	1	inputlibrary	NA	synthetic RNA library		agorbns_let-7a–miR-155_sitecounts.txt	agorbns_let-7a–miR-155_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a–miR-155_kds.txt	agorbns_let-7a–miR-155_summed_8mer_mismatch_kds.txt	agorbns_let-7a–miR-155_pairing_and_offset_model_coefficients.txt	agorbns_let-7a–miR-155_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a–miR-155_purification1_inputlibrary.txt.gz
/lab/solexa_public/Bartel/180615_WIGTC-HISEQ2A_CCLD6ANXX/QualityScore/CGATGT-s_6_1_sequence.txt.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_miR-155/equil_c_nb/reads/40.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_miR-155/equil_c_nb/reads/40.txt	let-7a_miR-155	40	equil_c_nb	40percent	purification1	Sample 44	let-7a–miR-155_purification1_40percent	In vitro biochemical assay	NA	let-7a–miR-155	1	40percent	NA	synthetic RNA library		agorbns_let-7a–miR-155_sitecounts.txt	agorbns_let-7a–miR-155_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a–miR-155_kds.txt	agorbns_let-7a–miR-155_summed_8mer_mismatch_kds.txt	agorbns_let-7a–miR-155_pairing_and_offset_model_coefficients.txt	agorbns_let-7a–miR-155_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a–miR-155_purification1_40percent.txt.gz
/lab/solexa_public/Bartel/180615_WIGTC-HISEQ2A_CCLD6ANXX/QualityScore/TTAGGC-s_6_1_sequence.txt.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_miR-155/equil_c_nb/reads/12.6.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_miR-155/equil_c_nb/reads/12.6.txt	let-7a_miR-155	12.6	equil_c_nb	12.65percent	purification1	Sample 45	let-7a–miR-155_purification1_12.65percent	In vitro biochemical assay	NA	let-7a–miR-155	1	12.65percent	NA	synthetic RNA library		agorbns_let-7a–miR-155_sitecounts.txt	agorbns_let-7a–miR-155_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a–miR-155_kds.txt	agorbns_let-7a–miR-155_summed_8mer_mismatch_kds.txt	agorbns_let-7a–miR-155_pairing_and_offset_model_coefficients.txt	agorbns_let-7a–miR-155_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a–miR-155_purification1_12.65percent.txt.gz
/lab/solexa_public/Bartel/180615_WIGTC-HISEQ2A_CCLD6ANXX/QualityScore/TGACCA-s_6_1_sequence.txt.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_miR-155/equil_c_nb/reads/4.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_miR-155/equil_c_nb/reads/4.txt	let-7a_miR-155	4	equil_c_nb	4percent	purification1	Sample 46	let-7a–miR-155_purification1_4percent	In vitro biochemical assay	NA	let-7a–miR-155	1	4percent	NA	synthetic RNA library		agorbns_let-7a–miR-155_sitecounts.txt	agorbns_let-7a–miR-155_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a–miR-155_kds.txt	agorbns_let-7a–miR-155_summed_8mer_mismatch_kds.txt	agorbns_let-7a–miR-155_pairing_and_offset_model_coefficients.txt	agorbns_let-7a–miR-155_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a–miR-155_purification1_4percent.txt.gz
/lab/solexa_public/Bartel/180615_WIGTC-HISEQ2A_CCLD6ANXX/QualityScore/ACAGTG-s_6_1_sequence.txt.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_miR-155/equil_c_nb/reads/1.26.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_miR-155/equil_c_nb/reads/1.26.txt	let-7a_miR-155	1.26	equil_c_nb	1.265percent	purification1	Sample 47	let-7a–miR-155_purification1_1.265percent	In vitro biochemical assay	NA	let-7a–miR-155	1	1.265percent	NA	synthetic RNA library		agorbns_let-7a–miR-155_sitecounts.txt	agorbns_let-7a–miR-155_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a–miR-155_kds.txt	agorbns_let-7a–miR-155_summed_8mer_mismatch_kds.txt	agorbns_let-7a–miR-155_pairing_and_offset_model_coefficients.txt	agorbns_let-7a–miR-155_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a–miR-155_purification1_1.265percent.txt.gz
/lab/solexa_public/Bartel/180615_WIGTC-HISEQ2A_CCLD6ANXX/QualityScore/GCCAAT-s_6_1_sequence.txt.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_miR-155/equil_c_nb/reads/0.4.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_miR-155/equil_c_nb/reads/0.4.txt	let-7a_miR-155	0.4	equil_c_nb	0.4percent	purification1	Sample 48	let-7a–miR-155_purification1_0.4percent	In vitro biochemical assay	NA	let-7a–miR-155	1	0.4percent	NA	synthetic RNA library		agorbns_let-7a–miR-155_sitecounts.txt	agorbns_let-7a–miR-155_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a–miR-155_kds.txt	agorbns_let-7a–miR-155_summed_8mer_mismatch_kds.txt	agorbns_let-7a–miR-155_pairing_and_offset_model_coefficients.txt	agorbns_let-7a–miR-155_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a–miR-155_purification1_0.4percent.txt.gz
/lab/solexa_public/Bartel/180615_WIGTC-HISEQ2A_CCLD6ANXX/QualityScore/CAGATC-s_6_1_sequence.txt.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_miR-155/equil_c_nb/reads/0.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_miR-155/equil_c_nb/reads/0.txt	let-7a_miR-155	0	equil_c_nb	0percent	purification1	Sample 49	let-7a–miR-155_purification1_0percent	In vitro biochemical assay	NA	let-7a–miR-155	1	0percent	NA	synthetic RNA library		agorbns_let-7a–miR-155_sitecounts.txt	agorbns_let-7a–miR-155_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a–miR-155_kds.txt	agorbns_let-7a–miR-155_summed_8mer_mismatch_kds.txt	agorbns_let-7a–miR-155_pairing_and_offset_model_coefficients.txt	agorbns_let-7a–miR-155_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a–miR-155_purification1_0percent.txt.gz
/lab/solexa_public/Bartel/180615_WIGTC-HISEQ2A_CCLD6ANXX/QualityScore/ATCACG-s_7_1_sequence.txt.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155_let-7a/equil_c_nb/reads/I.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155_let-7a/equil_c_nb/reads/I.txt	miR-155_let-7a	I	equil_c_nb	inputlibrary	purification1	Sample 50	miR-155–let-7a_purification1_inputlibrary	In vitro biochemical assay	NA	miR-155–let-7a	1	inputlibrary	NA	synthetic RNA library		agorbns_miR-155–let-7a_sitecounts.txt	agorbns_miR-155–let-7a_summed_8mer_mismatch_sitecounts.txt	agorbns_miR-155–let-7a_kds.txt	agorbns_miR-155–let-7a_summed_8mer_mismatch_kds.txt	agorbns_miR-155–let-7a_pairing_and_offset_model_coefficients.txt	agorbns_miR-155–let-7a_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_miR-155–let-7a_purification1_inputlibrary.txt.gz
/lab/solexa_public/Bartel/180615_WIGTC-HISEQ2A_CCLD6ANXX/QualityScore/CGATGT-s_7_1_sequence.txt.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155_let-7a/equil_c_nb/reads/40.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155_let-7a/equil_c_nb/reads/40.txt	miR-155_let-7a	40	equil_c_nb	40percent	purification1	Sample 51	miR-155–let-7a_purification1_40percent	In vitro biochemical assay	NA	miR-155–let-7a	1	40percent	NA	synthetic RNA library		agorbns_miR-155–let-7a_sitecounts.txt	agorbns_miR-155–let-7a_summed_8mer_mismatch_sitecounts.txt	agorbns_miR-155–let-7a_kds.txt	agorbns_miR-155–let-7a_summed_8mer_mismatch_kds.txt	agorbns_miR-155–let-7a_pairing_and_offset_model_coefficients.txt	agorbns_miR-155–let-7a_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_miR-155–let-7a_purification1_40percent.txt.gz
/lab/solexa_public/Bartel/180615_WIGTC-HISEQ2A_CCLD6ANXX/QualityScore/TTAGGC-s_7_1_sequence.txt.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155_let-7a/equil_c_nb/reads/12.6.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155_let-7a/equil_c_nb/reads/12.6.txt	miR-155_let-7a	12.6	equil_c_nb	12.65percent	purification1	Sample 52	miR-155–let-7a_purification1_12.65percent	In vitro biochemical assay	NA	miR-155–let-7a	1	12.65percent	NA	synthetic RNA library		agorbns_miR-155–let-7a_sitecounts.txt	agorbns_miR-155–let-7a_summed_8mer_mismatch_sitecounts.txt	agorbns_miR-155–let-7a_kds.txt	agorbns_miR-155–let-7a_summed_8mer_mismatch_kds.txt	agorbns_miR-155–let-7a_pairing_and_offset_model_coefficients.txt	agorbns_miR-155–let-7a_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_miR-155–let-7a_purification1_12.65percent.txt.gz
/lab/solexa_public/Bartel/180615_WIGTC-HISEQ2A_CCLD6ANXX/QualityScore/TGACCA-s_7_1_sequence.txt.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155_let-7a/equil_c_nb/reads/4.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155_let-7a/equil_c_nb/reads/4.txt	miR-155_let-7a	4	equil_c_nb	4percent	purification1	Sample 53	miR-155–let-7a_purification1_4percent	In vitro biochemical assay	NA	miR-155–let-7a	1	4percent	NA	synthetic RNA library		agorbns_miR-155–let-7a_sitecounts.txt	agorbns_miR-155–let-7a_summed_8mer_mismatch_sitecounts.txt	agorbns_miR-155–let-7a_kds.txt	agorbns_miR-155–let-7a_summed_8mer_mismatch_kds.txt	agorbns_miR-155–let-7a_pairing_and_offset_model_coefficients.txt	agorbns_miR-155–let-7a_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_miR-155–let-7a_purification1_4percent.txt.gz
/lab/solexa_public/Bartel/180615_WIGTC-HISEQ2A_CCLD6ANXX/QualityScore/ACAGTG-s_7_1_sequence.txt.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155_let-7a/equil_c_nb/reads/1.26.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-155_let-7a/equil_c_nb/reads/1.26.txt	miR-155_let-7a	1.26	equil_c_nb	1.265percent	purification1	Sample 54	miR-155–let-7a_purification1_1.265percent	In vitro biochemical assay	NA	miR-155–let-7a	1	1.265percent	NA	synthetic RNA library		agorbns_miR-155–let-7a_sitecounts.txt	agorbns_miR-155–let-7a_summed_8mer_mismatch_sitecounts.txt	agorbns_miR-155–let-7a_kds.txt	agorbns_miR-155–let-7a_summed_8mer_mismatch_kds.txt	agorbns_miR-155–let-7a_pairing_and_offset_model_coefficients.txt	agorbns_miR-155–let-7a_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_miR-155–let-7a_purification1_1.265percent.txt.gz
